userId,movieId,rating
307,51255,0.7
538,2918,0.9
489,3753,0.1
526,2858,0.8
414,165,0.6
182,3740,0.8
68,3698,0.5
249,54004,0.8
444,454,0.6
546,3877,1.0
477,1792,0.8
357,480,0.8
534,4270,0.8
517,2941,0.6
219,2571,1.0
448,5110,0.8
139,37386,0.4
67,2571,0.9
307,2762,0.5
212,54286,0.6
555,372,0.8
527,595,1.0
426,31,1.0
307,6535,0.2
483,91653,0.7
80,85414,0.9
298,34437,0.6
610,47044,0.7
601,1704,0.9
367,1097,1.0
171,471,0.6
483,362,0.5
524,762,0.4
147,555,0.9
68,180,0.5
477,2311,0.8
80,8950,1.0
18,1059,0.7
33,1918,0.6
84,1371,0.6
411,34,0.8
232,6373,0.6
248,122916,0.7
68,95441,0.7
570,2012,0.6
220,7439,0.6
610,135133,0.8
33,580,0.2
82,3948,0.8
111,5218,0.7
576,1373,0.2
111,4255,0.4
606,915,0.9
68,89745,0.9
610,33004,0.7
599,48043,0.6
606,3310,1.0
517,1210,0.4
414,4069,0.4
64,1,0.8
154,1097,1.0
380,145,0.6
432,59784,0.7
169,3755,0.8
125,161634,0.5
156,2944,0.6
177,101864,0.4
124,1784,0.8
156,1639,0.7
474,5632,0.8
263,4896,0.8
514,168250,0.5
380,338,0.6
68,5989,0.7
169,6539,0.9
177,1527,0.5
103,1015,0.6
414,4306,0.8
84,165,0.6
82,5481,0.7
475,68358,0.8
19,913,1.0
580,110,0.9
306,87869,0.8
448,69306,0.5
200,4018,0.8
51,3253,0.1
590,45447,0.5
414,3438,0.4
274,3362,0.9
489,60397,0.1
117,367,0.6
354,2268,0.7
384,1204,1.0
346,2762,0.7
42,466,0.4
304,3175,1.0
430,1373,0.4
599,4387,0.7
177,6957,0.1
504,2859,0.9
166,5219,0.8
414,1722,0.6
272,4993,0.4
18,4011,0.9
71,1036,0.8
383,1293,1.0
117,782,0.6
572,3104,1.0
483,1801,0.7
217,1221,0.4
463,296,0.8
27,1304,0.6
581,5995,1.0
208,589,0.8
606,1411,0.8
606,2431,0.7
516,2259,0.6
24,1396,0.8
187,1241,0.9
414,50068,0.8
600,66097,0.8
408,45447,0.7
226,524,0.6
352,74458,1.0
123,54286,0.7
372,1,0.6
232,54004,0.6
357,1276,1.0
254,150,0.8
313,2000,0.6
500,2683,0.6
469,2253,0.8
80,44665,1.0
368,1799,0.6
509,2018,0.6
396,3977,0.3
288,3916,0.7
234,364,1.0
489,3355,0.5
599,89804,0.5
414,175,0.8
322,1721,0.2
190,6377,0.7
82,648,0.8
318,89745,0.7
57,2723,0.6
606,2176,0.8
600,8984,0.2
249,114935,0.8
74,8207,0.8
325,347,0.8
226,1036,0.6
68,158,0.6
567,90866,0.5
103,1035,0.8
284,520,0.6
603,233,0.8
66,637,0.6
307,4848,0.6
334,34405,0.8
16,58559,0.9
265,2393,0.8
274,8814,0.6
223,5782,0.8
474,44694,0.7
140,3359,0.8
220,6874,0.9
381,919,0.8
422,3365,0.8
219,904,1.0
135,671,0.8
480,51662,0.8
58,225,0.6
73,122904,0.9
596,5445,0.7
458,595,1.0
414,2261,1.0
483,2788,0.9
122,4239,0.9
599,544,0.3
486,377,0.8
367,2355,1.0
447,519,0.8
514,4638,0.6
183,480,0.8
68,3247,0.5
509,45722,0.7
599,4299,0.6
249,44191,0.8
371,2810,1.0
361,49822,0.3
186,2193,0.8
414,66509,0.7
199,4641,0.8
544,619,1.0
610,5294,0.8
95,3019,1.0
249,2692,0.8
523,4993,1.0
425,8970,0.8
105,4896,0.7
586,4489,0.8
104,2690,0.8
559,380,0.6
411,329,0.6
51,2375,1.0
474,592,0.8
380,160438,0.6
160,1589,0.6
177,410,0.5
608,1702,0.4
45,1246,1.0
351,91658,0.8
599,6947,0.6
118,1961,1.0
308,362,0.8
385,1032,0.6
275,39,0.8
474,4033,0.6
474,951,0.9
474,5445,0.9
296,318,1.0
222,6763,0.4
50,2657,0.6
19,810,0.2
469,2395,0.8
292,91535,0.5
19,1086,0.8
503,91976,0.4
600,589,0.6
547,1189,0.8
419,110,0.8
380,79592,0.8
462,1267,0.9
480,4921,0.7
573,595,0.9
509,1367,0.5
29,780,0.8
80,3863,0.7
73,3785,0.6
216,4007,0.4
567,183897,0.7
599,55290,0.6
367,1307,0.6
341,69122,0.5
608,3146,0.4
599,2497,0.3
226,7293,0.8
599,1488,0.5
199,55269,0.8
524,19,0.6
597,1,0.8
274,592,0.6
489,2160,0.7
149,480,0.6
51,2752,0.5
47,8966,0.8
483,2628,0.6
414,7366,0.6
534,58998,0.8
51,2380,0.3
132,5791,0.7
351,91974,0.7
42,3176,0.8
45,2087,0.8
357,2485,0.6
387,3262,0.7
19,2245,0.6
555,1031,1.0
387,3608,0.6
274,45186,0.7
414,3635,0.6
381,4643,0.4
375,318,1.0
197,541,1.0
275,3160,0.2
387,6774,0.9
580,5876,0.6
534,588,0.9
68,7325,0.9
599,94478,0.4
414,122916,0.8
53,381,1.0
66,1197,0.8
292,480,0.8
76,61323,0.6
50,923,0.8
42,1457,0.8
596,27611,0.8
275,2539,0.8
465,1299,1.0
230,231,0.4
27,3479,0.8
33,2324,0.6
480,8937,0.7
84,1235,0.6
90,7,0.8
298,1270,0.7
606,7034,0.6
375,3996,0.9
14,288,0.8
453,380,0.8
301,4226,0.8
99,276,0.8
52,96079,0.6
469,3697,0.4
207,3264,0.1
414,1372,0.6
354,8957,0.8
606,780,0.5
374,316,0.6
28,678,0.7
597,1125,0.8
137,541,1.0
405,1255,0.6
586,59369,1.0
599,6870,0.7
272,50872,0.7
62,60126,0.6
610,5989,0.7
144,552,0.8
199,4979,0.4
606,41566,0.7
261,81591,0.9
414,829,0.4
438,5810,0.7
376,457,0.8
27,913,0.8
28,724,0.3
94,253,0.2
414,6618,0.6
91,555,0.7
517,912,0.8
412,2628,0.8
288,2470,0.7
84,1247,1.0
182,3267,0.7
610,6686,0.2
447,345,0.6
608,1597,0.7
177,88129,0.4
51,4591,0.6
292,5782,0.7
381,2140,0.7
590,33493,0.7
432,91658,1.0
469,1584,1.0
434,5445,0.6
252,1682,0.9
561,8972,0.6
63,4734,0.7
177,262,0.8
411,434,0.6
302,377,0.6
448,637,0.4
186,4232,1.0
387,27831,0.6
414,5363,0.7
64,7147,0.8
422,2806,0.4
599,2253,0.5
441,1089,0.9
232,34048,0.7
495,97304,1.0
139,106782,0.1
314,95,0.4
28,1608,0.4
47,2028,0.8
562,53519,0.6
176,368,0.8
312,1991,0.6
387,908,0.8
219,1792,0.6
3,2080,0.1
525,6365,0.5
560,39183,0.6
464,9,0.5
474,3052,0.8
42,2641,0.4
473,4880,0.7
382,34162,0.7
274,6383,0.4
40,231,0.2
599,1801,0.5
288,1995,0.4
448,112552,0.9
128,923,0.8
553,231,0.7
45,5378,1.0
135,1385,0.6
380,4701,0.6
68,80860,0.9
42,586,0.4
447,357,0.6
536,431,0.2
57,2580,0.6
483,3479,0.8
308,6863,0.7
140,7379,0.6
51,2746,0.6
261,68237,1.0
602,172,0.6
51,111,1.0
534,82461,0.7
432,3623,0.6
265,1259,0.8
559,509,0.8
178,1810,0.9
275,903,1.0
368,2167,0.6
517,2053,0.1
596,4366,0.8
332,2872,0.7
84,1285,0.6
45,292,0.8
249,111781,0.8
532,6,1.0
298,7147,0.4
524,1097,0.4
480,8361,0.5
182,778,0.9
179,457,0.8
590,3639,0.5
414,5524,0.6
119,6539,0.8
247,134853,0.8
462,8865,0.4
247,120799,0.5
149,541,0.8
167,30793,0.5
287,1972,0.1
599,1591,0.5
45,2396,0.8
294,2641,0.4
474,648,0.7
298,72226,0.3
222,94777,0.6
153,1380,0.2
380,73017,0.6
312,3471,1.0
432,54286,0.7
111,2125,0.7
54,588,0.6
182,7323,0.6
414,420,0.4
508,135,0.2
465,3101,0.8
68,919,0.6
339,53125,0.7
89,11,0.5
68,3175,0.6
411,161,0.8
369,45728,0.7
443,5952,1.0
331,122904,1.0
198,2875,0.4
573,53972,0.9
17,1032,0.9
424,3535,0.7
380,2096,0.6
292,5444,0.8
474,3668,0.7
414,1399,0.6
596,6377,0.8
448,64969,0.7
45,4974,0.8
328,2997,0.2
271,2791,0.6
103,91500,0.7
249,84392,0.8
584,500,1.0
426,6373,0.7
414,2325,0.8
560,1485,0.6
323,112623,0.3
229,305,0.6
391,2357,0.8
332,81782,0.7
606,3684,0.8
19,2115,0.6
596,72998,0.6
274,1276,0.7
38,485,0.6
212,32587,0.8
432,1416,0.9
425,3114,0.6
599,208,0.5
305,99114,1.0
477,4489,0.8
559,327,0.8
480,6333,0.8
103,40819,0.9
409,1197,1.0
111,48,0.7
475,5952,1.0
607,1394,0.8
522,3949,0.6
356,48516,0.8
514,1969,0.4
199,5349,0.6
31,1302,0.8
274,4446,0.4
391,2712,0.8
408,3868,0.9
153,117176,0.5
517,2791,0.7
599,6440,0.9
590,2396,0.8
19,3793,0.8
274,2353,0.7
474,3527,0.4
63,67997,0.8
599,66934,0.5
357,19,0.4
601,80463,0.9
319,136864,0.9
122,1210,1.0
372,1374,0.6
249,85401,0.7
385,380,0.6
72,47,0.9
57,933,0.8
219,8361,0.4
414,53972,0.7
14,448,0.6
410,3450,0.8
305,44191,0.5
356,56367,0.7
401,33615,0.5
480,2248,0.9
202,1206,0.8
156,4029,0.9
307,54997,0.9
111,86293,0.7
222,1097,0.6
610,5378,0.7
265,592,0.6
483,1920,0.5
118,1213,1.0
169,150,0.9
333,1193,1.0
599,3252,0.8
325,2023,0.6
474,1374,0.8
325,233,0.8
294,47,0.4
566,367,0.8
561,34319,0.4
353,173,0.6
489,589,0.7
411,377,0.6
297,100,0.2
7,33836,0.2
492,61,0.8
177,3034,0.8
89,161131,0.5
515,2959,1.0
448,3262,0.6
256,4344,0.8
349,231,0.4
251,2571,1.0
167,3175,0.7
434,2353,0.4
266,2918,0.4
68,3489,0.8
309,971,0.9
298,8529,0.1
605,1411,0.6
479,4700,0.8
199,4963,0.7
387,1449,0.6
600,2846,0.7
52,58559,1.0
590,1945,1.0
509,91529,0.8
599,724,0.5
448,2770,0.8
525,4718,0.2
474,48385,0.7
288,52319,0.9
339,55765,1.0
480,34319,0.6
93,590,1.0
490,88163,0.6
319,1907,0.8
534,1215,0.9
489,5316,0.5
314,141,0.6
599,3827,0.4
22,4848,0.9
307,2422,0.2
144,1517,0.5
232,1240,0.9
19,2455,0.4
68,63113,0.6
20,4054,0.5
104,3489,0.7
313,3703,1.0
592,44,0.6
473,3988,0.4
600,7318,0.1
525,4816,0.8
305,71156,0.8
64,1339,0.7
367,3825,0.8
339,308,0.8
76,1288,0.8
21,110553,0.6
590,2664,0.7
64,1527,0.7
387,44694,0.8
380,296,1.0
520,924,0.6
73,95510,0.8
249,45186,0.7
401,78499,0.7
288,3156,0.6
380,737,0.4
177,95510,0.8
377,3701,0.8
412,1147,1.0
563,4447,0.8
249,68358,0.8
19,2468,0.4
483,45447,0.6
323,509,0.7
474,4321,0.6
486,165,0.6
391,1952,1.0
417,6016,1.0
597,2100,0.8
204,3751,0.8
64,3100,0.7
414,7324,0.6
599,2968,0.6
357,1393,0.9
542,2959,1.0
525,4299,0.8
381,1297,0.8
380,7458,0.6
151,648,0.6
421,1287,0.9
527,1282,0.6
334,344,0.4
304,1200,0.8
325,522,0.8
125,40148,0.4
414,112183,0.8
274,2985,0.7
20,3549,1.0
122,47,0.9
580,1965,0.7
490,8368,0.6
469,2143,0.8
256,59784,0.7
195,589,0.6
221,3911,1.0
139,7445,0.4
267,1206,0.2
453,2396,1.0
156,6299,0.9
357,508,0.9
380,223,0.8
560,5072,0.7
182,6001,0.8
313,3438,0.2
217,2716,0.8
219,6957,0.7
469,592,0.6
452,2160,1.0
68,377,1.0
580,293,1.0
325,1387,1.0
160,217,0.2
590,4041,0.8
297,481,0.6
136,195,1.0
603,2717,0.4
590,1350,0.6
599,1527,0.8
14,552,0.6
332,1199,0.6
610,1997,0.8
68,2005,0.6
232,58105,0.4
510,2935,0.8
318,103249,0.7
274,3271,0.7
38,224,0.8
144,4326,0.7
275,912,1.0
594,653,1.0
495,69526,0.2
109,346,0.8
169,2795,0.9
140,4995,1.0
280,72407,0.8
600,914,0.9
393,6333,1.0
474,8360,0.8
249,59022,0.7
332,5026,0.7
517,64034,0.8
393,76251,0.1
138,2427,0.3
181,533,0.4
200,2572,1.0
599,8531,0.4
140,1196,0.6
372,1206,0.4
286,1682,0.8
599,50912,0.5
610,72011,0.8
602,422,0.6
187,1198,0.6
352,3052,0.8
310,252,0.5
89,95167,0.3
314,249,0.6
313,1653,0.8
368,1953,0.6
605,27706,0.5
357,539,0.6
596,5418,0.7
237,2505,0.7
410,1267,0.8
506,56367,0.8
64,6214,0.8
68,93840,0.7
436,204,0.6
96,527,1.0
425,1216,0.9
143,500,0.6
298,6373,0.5
391,1259,0.8
599,414,0.4
414,78574,0.9
590,954,1.0
313,1210,0.6
562,6377,0.9
391,1057,0.6
226,141,0.6
135,3441,0.8
135,2407,0.6
438,4019,0.8
525,45880,0.8
103,4886,0.7
580,8636,0.6
493,1240,0.8
462,87232,0.6
182,5065,0.5
215,1268,1.0
438,3213,0.7
247,858,0.8
318,3114,0.6
125,86332,0.6
515,116797,1.0
448,89904,0.8
507,165,0.6
477,733,0.8
313,3421,0.2
474,4447,0.8
466,7254,0.9
20,5630,0.7
566,357,0.6
156,1580,0.6
301,539,0.7
288,3082,0.3
73,6373,0.6
111,45720,0.8
345,3247,0.9
606,2471,0.3
519,1968,0.6
18,89745,0.8
603,1409,0.6
68,920,1.0
561,5445,0.6
368,161,0.8
198,32,1.0
600,53125,0.8
103,150,0.8
331,36529,0.6
177,8783,0.8
199,6953,0.6
232,6283,0.5
290,918,1.0
484,4128,0.8
560,97,0.8
190,6870,0.8
477,2395,0.9
381,69436,0.5
71,837,0.8
100,1101,1.0
448,104218,0.3
38,110,1.0
76,27611,0.8
19,350,0.4
314,500,0.6
599,31878,0.5
414,2551,0.6
341,3751,0.7
332,33679,0.5
113,3244,0.6
603,457,0.6
517,355,0.4
357,5617,0.7
105,6537,0.7
132,1644,0.3
73,47099,0.8
290,919,1.0
240,1359,1.0
351,81562,0.8
258,1197,1.0
417,318,1.0
36,2794,0.6
395,95,0.6
246,85414,0.8
1,1198,1.0
167,6754,0.7
156,1919,0.6
610,7150,0.6
560,66097,0.7
597,1265,1.0
247,115713,1.0
434,110,0.9
68,1645,0.8
599,2001,0.7
372,1092,0.6
470,41,0.6
381,2394,0.8
397,5650,0.5
599,4676,0.3
572,1179,0.2
246,2805,0.8
492,711,0.6
226,3477,0.7
564,59022,0.7
307,4744,0.3
287,2471,0.1
304,1393,0.6
169,3301,0.9
480,50,0.7
153,64957,0.5
298,58162,0.3
590,329,0.6
504,4022,0.8
247,122904,0.6
606,1028,0.8
449,2324,0.6
119,82459,0.8
280,94677,0.3
392,3298,0.8
185,5146,0.2
606,7934,0.8
610,7360,0.8
170,594,0.6
42,550,1.0
45,1442,0.8
414,4231,0.6
140,4225,1.0
603,1358,0.8
177,2797,1.0
349,539,0.6
332,32,0.5
1,1030,0.6
95,1513,0.6
536,225,0.8
509,84944,0.7
101,3160,0.8
610,4020,0.7
307,5064,0.9
381,8970,0.8
599,413,0.5
286,4022,0.8
387,3101,0.6
274,5254,0.6
220,48774,1.0
509,6541,0.7
603,57,0.4
457,2762,1.0
90,1357,1.0
368,260,0.8
40,203,1.0
526,2028,0.6
479,2110,0.4
274,3160,0.5
181,368,0.6
608,3438,0.4
104,4973,1.0
302,762,0.4
234,1690,0.8
483,8949,0.9
474,1967,0.6
428,5010,0.8
221,3504,0.9
448,8949,0.8
232,53996,0.7
109,371,0.6
555,3840,0.4
524,1272,0.8
263,8784,0.7
560,69481,0.8
84,1172,0.8
298,6953,0.4
95,2010,0.7
491,104211,0.8
550,134130,0.8
528,6874,0.7
520,2011,0.8
536,332,1.0
474,5816,0.9
198,1625,0.4
381,26662,0.8
178,7361,0.9
599,2421,0.6
267,2571,1.0
606,36527,0.8
381,2082,0.5
475,1198,1.0
470,253,0.6
85,1357,1.0
51,1079,1.0
298,5128,0.4
277,673,0.6
570,47099,0.8
475,8665,0.8
356,168,0.6
597,2989,0.8
113,2108,0.8
265,436,0.4
597,2735,0.6
368,3985,0.6
608,786,0.6
560,33493,0.8
448,4886,0.8
195,1407,0.6
560,4446,0.6
103,88744,0.7
19,2857,0.6
343,50872,0.7
232,49274,0.4
290,2734,0.8
534,60072,0.7
182,188,0.7
440,60069,0.8
302,36,0.8
135,1370,0.4
202,2344,0.8
461,3147,0.8
474,8970,0.8
280,80463,0.7
414,296,1.0
221,141,0.9
232,7373,0.7
414,3243,0.4
307,2706,0.5
62,106487,0.8
68,6365,0.8
351,8950,0.8
331,78499,0.8
376,1240,0.8
18,260,0.8
600,2318,0.5
129,4896,0.8
487,318,0.6
469,1952,1.0
509,3301,0.7
50,1273,0.6
325,1191,0.4
227,32,0.9
468,150,1.0
381,3157,0.5
226,1580,0.7
603,4029,0.6
226,2671,0.8
448,1388,0.6
307,1035,0.8
247,1221,0.8
331,3752,0.6
295,1193,1.0
585,16,1.0
477,356,1.0
448,6157,0.3
288,6303,0.7
590,50,0.9
298,924,0.8
32,3,0.6
303,589,1.0
590,1645,0.6
414,33437,0.7
414,3441,0.8
414,1994,0.8
57,151,0.6
452,541,1.0
148,6377,0.6
573,6539,1.0
590,1250,1.0
248,166528,0.6
599,881,0.3
6,160,1.0
600,1449,0.8
393,7438,1.0
368,1722,0.6
217,3387,0.4
63,318,1.0
239,6942,0.7
469,1304,0.8
193,593,0.7
104,1680,0.8
94,160,0.6
562,32587,0.9
484,1923,0.8
304,153,0.6
599,2987,0.7
28,2628,0.8
294,333,0.2
8,527,1.0
282,8360,0.8
217,275,0.4
249,120799,0.7
260,7123,0.5
39,1196,1.0
368,2948,0.6
226,8810,0.3
216,551,0.6
111,2959,1.0
118,1196,0.8
182,111,0.9
305,33660,0.8
525,2858,0.8
573,104,1.0
474,2394,1.0
11,1370,0.6
202,1291,0.8
116,1270,0.9
238,421,0.4
414,2571,1.0
480,1394,0.9
216,1282,0.8
381,45722,0.7
484,60684,0.6
339,41285,1.0
464,5026,1.0
606,40815,0.7
91,104,0.3
301,54001,0.8
141,3578,1.0
603,2571,1.0
11,2002,0.4
177,53464,0.6
28,53322,0.3
610,114180,0.7
182,1753,0.4
28,63062,0.6
391,3005,0.2
590,193,0.4
448,133419,0.6
517,79091,0.4
438,1488,0.7
525,2005,0.7
380,5541,0.8
484,2010,0.6
298,88405,0.1
559,587,0.6
534,27660,0.9
606,1281,0.8
202,588,0.8
232,27706,0.4
298,2424,0.1
318,177593,0.9
226,1035,0.6
599,250,0.2
182,5959,0.7
182,4159,0.5
448,2796,0.6
233,44191,0.6
307,207,0.3
446,11,0.8
28,1092,0.5
448,3039,0.8
483,4011,0.8
136,637,0.8
66,1682,0.9
573,2542,1.0
380,122898,0.6
6,161,0.6
448,143859,0.6
372,1303,0.6
411,318,0.8
380,7482,0.8
307,2908,0.2
17,2194,0.8
411,327,0.2
183,457,1.0
1,101,1.0
353,592,0.8
288,2944,0.6
71,608,0.4
15,2571,0.8
555,75,0.6
606,6711,0.8
495,4979,1.0
141,4886,0.8
489,1270,0.7
202,2997,1.0
392,4085,0.4
356,356,0.8
599,3671,0.7
305,4995,1.0
453,3300,0.8
312,151,0.6
357,1381,0.5
448,1396,0.8
479,4372,0.4
268,2628,0.4
199,2707,0.4
414,6713,0.8
119,115617,1.0
391,1748,1.0
220,5464,0.9
166,3468,0.9
474,3515,0.8
141,139385,0.8
321,410,0.6
525,2100,0.8
1,2692,1.0
543,5481,0.1
596,168252,1.0
28,996,0.4
387,1136,0.9
352,1729,0.8
414,1379,0.6
286,110,1.0
141,3175,0.8
63,32587,1.0
326,64614,0.7
610,4018,0.6
382,1201,0.9
274,3671,0.8
347,590,0.6
387,54272,0.7
380,7573,0.6
414,900,0.8
288,1090,0.9
73,70286,0.7
414,1339,0.8
169,2084,0.9
599,61240,0.7
307,8814,0.4
105,3997,0.6
330,110,0.7
231,1196,0.7
339,142448,0.8
610,127198,0.9
28,7445,0.4
20,4865,0.6
448,180,0.7
274,1806,0.7
432,168,0.9
525,2139,0.7
307,784,0.8
100,1912,0.9
559,457,0.6
280,8969,1.0
8,593,0.8
219,1356,0.5
55,2427,0.1
111,2485,0.8
41,3968,0.8
226,105,0.5
593,3996,0.9
561,3948,0.5
569,380,0.6
447,318,1.0
604,165,0.8
122,54503,1.0
91,551,1.0
509,52245,0.5
542,6377,0.9
204,39292,0.9
84,1173,0.6
368,1408,0.6
313,163,0.6
401,3114,0.6
437,168,0.4
414,4815,0.6
567,110127,0.1
365,4993,0.7
405,293,0.8
249,364,1.0
249,2389,0.5
484,4239,0.9
457,2355,0.6
380,27801,0.8
274,6794,0.4
177,1235,0.6
599,95441,0.4
555,1373,0.6
511,107406,0.7
387,1248,0.9
376,1262,0.8
280,4878,0.7
488,1704,0.8
305,3996,0.8
563,7380,0.6
32,7,0.8
563,2125,0.5
264,1090,0.6
321,349,0.6
6,818,0.6
330,8874,1.0
84,1219,0.8
372,538,0.6
600,2572,0.6
182,3635,0.8
530,480,0.8
377,4370,0.7
187,6283,0.7
561,2571,0.8
288,7162,0.6
391,3967,0.2
28,72998,1.0
282,4886,0.9
354,7254,0.7
343,2858,0.8
448,106920,0.7
445,4022,0.4
121,282,0.6
219,1500,0.5
66,2795,0.8
555,3175,1.0
182,2840,0.4
199,300,0.8
40,151,0.8
182,316,0.5
64,1120,0.7
408,89745,0.7
42,2770,0.4
380,2028,1.0
156,3629,0.8
202,1259,1.0
140,5014,0.8
288,1199,0.8
57,357,0.8
336,1722,0.9
84,788,0.6
89,131013,0.5
263,6539,0.8
84,468,0.6
380,8965,0.6
101,2858,0.8
480,6537,0.6
8,432,0.2
28,57640,0.8
68,5541,0.6
177,2132,0.8
510,1259,0.7
599,45499,0.5
182,3317,0.8
365,4226,0.1
474,6370,0.5
4,4121,0.8
247,117176,0.8
280,91500,1.0
226,5541,0.7
274,6014,0.4
514,2115,0.8
356,2353,0.6
453,10,0.4
329,1958,0.8
126,434,0.6
292,78893,0.7
357,1394,1.0
230,1387,0.2
599,62336,0.6
346,27803,0.7
135,514,0.6
517,3034,0.6
28,59387,0.4
226,2797,0.8
577,541,0.6
438,8633,0.4
387,928,0.8
249,115713,0.9
325,1610,0.8
599,6059,0.5
232,3114,0.6
35,50,1.0
294,21,0.6
190,2571,0.6
579,2762,0.6
453,3160,0.4
313,3471,0.2
512,457,1.0
410,3362,0.8
331,49272,0.9
202,3836,1.0
232,34319,0.8
401,68954,0.8
66,29,0.9
597,1124,1.0
437,376,0.8
160,260,1.0
356,2580,0.8
523,106782,1.0
532,480,0.8
414,2501,0.8
21,2174,0.2
603,1172,0.2
66,1023,0.9
432,6934,0.8
178,2579,0.8
419,4262,0.9
414,34319,0.7
495,6874,1.0
381,50601,0.7
299,1198,0.8
404,265,0.6
253,608,1.0
415,480,0.8
17,79132,0.9
328,3034,0.5
326,30749,1.0
469,1136,1.0
312,1674,0.8
196,733,1.0
232,67734,0.8
111,53322,0.7
528,110,1.0
122,1748,1.0
600,2513,0.7
256,44022,0.8
339,48385,0.9
263,224,0.8
160,3858,1.0
133,32,0.8
600,5816,0.8
233,1206,0.8
509,104841,0.5
62,5445,0.8
42,3534,0.6
590,7161,0.4
425,4993,0.9
298,46976,0.4
91,165,0.6
380,87232,1.0
597,223,0.6
567,72998,0.2
420,7373,0.6
580,44191,0.9
599,38061,0.7
271,2826,0.4
590,736,0.5
383,2961,0.6
414,3394,0.4
288,2117,0.4
452,2840,0.8
448,97752,0.6
122,77866,0.7
326,86882,0.6
337,145,0.8
298,8961,0.4
561,89745,0.9
12,830,0.8
298,2671,0.1
466,81845,0.8
602,551,0.8
489,2916,0.7
210,122918,1.0
226,46970,0.5
89,3462,0.2
361,1587,0.2
476,161,0.8
382,6593,0.7
495,55820,0.4
440,924,0.9
288,1270,1.0
533,6502,0.7
248,4306,0.7
249,3301,0.8
249,3825,0.6
276,673,0.8
402,52,0.6
326,4226,0.7
135,2841,0.8
534,180,0.9
354,3147,0.7
217,892,0.6
140,34072,0.9
580,1590,0.7
45,924,0.8
160,1882,0.2
380,10,1.0
217,2374,0.6
328,69844,0.8
579,1688,0.8
249,8340,0.8
102,432,0.6
452,377,0.8
307,2858,0.8
182,307,0.9
414,2058,0.6
195,1060,1.0
521,694,0.6
84,237,0.8
554,912,1.0
425,5349,0.6
105,8874,0.7
488,246,0.8
580,2692,0.8
182,5608,0.6
318,91500,0.7
202,1131,0.8
474,4306,0.9
122,60074,0.7
480,8640,0.4
119,173,0.6
567,122924,0.3
177,585,0.5
14,383,0.8
603,909,0.8
610,5219,0.5
359,527,0.9
19,911,0.6
438,27831,0.7
600,2167,0.3
414,173,0.6
304,1197,1.0
125,1590,0.4
226,2617,0.7
478,337,0.5
271,1320,0.7
414,5572,0.6
573,93840,0.9
47,80463,0.7
480,5955,0.6
